metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),fitness,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9157267722435836,0.8043497989347853,0.9075672652007548,0.7496955629118588,0.7654827331407484,1702304093,,False,1,b6f28_00000,2023-12-11_14-14-53,2119.887040376663,2119.887040376663,8797,82e32dcfaaa1,172.28.0.12,2119.887040376663,1
